Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Approved_loan,incomelevel,status,is_owning,credit_bands
LP001688,Male,Yes,1,Not Graduate,No,3317724,1083.0,135.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001691,Male,Yes,2,Not Graduate,No,3317724,0.0,124.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001692,Female,No,0,Not Graduate,No,3317724,0.0,120.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001693,Female,No,0,Graduate,No,3317724,0.0,80.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001698,Male,No,0,Not Graduate,No,3317724,2531.0,55.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001699,Male,No,0,Graduate,No,3317724,0.0,59.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001702,Male,No,0,Graduate,No,3317724,0.0,127.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP001708,Female,No,0,Graduate,No,3317724,0.0,214.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP001711,Male,Yes,3+,Graduate,No,3317724,1250.0,128.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP001713,Male,Yes,1,Graduate,Yes,3317724,0.0,240.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001715,Male,Yes,3+,Not Graduate,Yes,3317724,0.0,130.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001716,Male,Yes,0,Graduate,No,3317724,3021.0,137.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001720,Male,Yes,3+,Not Graduate,No,3317724,983.0,100.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001722,Male,Yes,0,Graduate,No,3317724,1800.0,135.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001726,Male,Yes,0,Graduate,No,3317724,1775.0,131.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001732,Male,Yes,2,Graduate,Uknown,3317724,0.0,72.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP001734,Female,Yes,2,Graduate,No,3317724,2383.0,127.0,360.0,,Semiurban,y,1,low,1,0,High
LP001736,Male,Yes,0,Graduate,No,3317724,0.0,60.0,360.0,0.0,Urban,n,0,low,1,0,low
LP001743,Male,Yes,2,Graduate,No,3317724,1717.0,116.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001744,Male,No,0,Graduate,No,3317724,2791.0,144.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001749,Male,Yes,0,Graduate,No,3317724,1010.0,175.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001750,Male,Yes,0,Graduate,No,3317724,0.0,128.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001751,Male,Yes,0,Graduate,No,3317724,0.0,170.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001754,Male,Yes,Uknown,Not Graduate,Yes,3317724,0.0,138.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP001758,Male,Yes,2,Graduate,No,3317724,1695.0,210.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001760,Male,Uknown,Uknown,Graduate,No,3317724,0.0,158.0,480.0,1.0,Semiurban,y,1,low,1,0,mid
LP001761,Male,No,0,Graduate,Yes,3317724,0.0,200.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001765,Male,Yes,1,Graduate,No,3317724,2054.0,104.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001768,Male,Yes,0,Graduate,Uknown,3317724,0.0,42.0,180.0,1.0,Rural,y,1,low,1,0,mid
LP001770,Male,No,0,Not Graduate,No,3317724,2598.0,120.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001776,Female,No,0,Graduate,No,3317724,0.0,280.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001778,Male,Yes,1,Graduate,No,3317724,1779.0,140.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001784,Male,Yes,1,Graduate,No,3317724,1260.0,170.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001786,Male,Yes,0,Graduate,Uknown,3317724,0.0,255.0,360.0,,Urban,n,0,low,1,0,High
LP001788,Female,No,0,Graduate,Yes,3317724,0.0,122.0,360.0,,Urban,y,1,low,1,0,High
LP001790,Female,No,1,Graduate,No,3317724,0.0,112.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001792,Male,Yes,1,Graduate,No,3317724,0.0,96.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001798,Male,Yes,2,Graduate,No,3317724,5000.0,120.0,360.0,1.0,Rural,y,1,High,1,0,mid
LP001800,Male,Yes,1,Not Graduate,No,3317724,1983.0,140.0,180.0,1.0,Urban,n,0,low,1,0,mid
LP001806,Male,No,0,Graduate,No,3317724,5701.0,155.0,60.0,1.0,Urban,y,1,High,1,0,mid
LP001807,Male,Yes,2,Graduate,Yes,3317724,1300.0,108.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001811,Male,Yes,0,Not Graduate,No,3317724,4417.0,123.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001813,Male,No,0,Graduate,Yes,3317724,4333.0,120.0,180.0,1.0,Urban,n,0,low,1,0,mid
LP001814,Male,Yes,2,Graduate,No,3317724,0.0,112.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001819,Male,Yes,1,Not Graduate,No,3317724,0.0,137.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP001824,Male,Yes,1,Graduate,No,3317724,1843.0,123.0,480.0,1.0,Semiurban,y,1,low,1,0,mid
LP001825,Male,Yes,0,Graduate,No,3317724,1868.0,90.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001835,Male,Yes,0,Not Graduate,No,3317724,3890.0,201.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP001836,Female,No,2,Graduate,No,3317724,0.0,138.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP001841,Male,No,0,Not Graduate,Yes,3317724,2167.0,104.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001843,Male,Yes,1,Not Graduate,No,3317724,7101.0,279.0,180.0,1.0,Semiurban,y,1,High,1,0,mid
LP001844,Male,No,0,Graduate,Yes,3317724,0.0,192.0,360.0,0.0,Urban,n,0,low,1,0,low
LP001846,Female,No,3+,Graduate,No,3317724,0.0,255.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001849,Male,No,0,Not Graduate,No,3317724,0.0,115.0,360.0,0.0,Rural,n,0,low,1,0,low
LP001854,Male,Yes,3+,Graduate,No,3317724,0.0,94.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP001859,Male,Yes,0,Graduate,No,3317724,2100.0,304.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001864,Male,Yes,3+,Not Graduate,No,3317724,0.0,128.0,360.0,,Semiurban,n,0,low,1,0,High
LP001865,Male,Yes,1,Graduate,No,3317724,4250.0,330.0,360.0,,Urban,y,1,low,1,0,High
LP001868,Male,No,0,Graduate,No,3317724,2209.0,134.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001870,Female,No,1,Graduate,No,3317724,0.0,155.0,36.0,1.0,Semiurban,n,0,low,1,0,mid
LP001871,Female,No,0,Graduate,No,3317724,0.0,120.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001872,Male,No,0,Graduate,Yes,3317724,0.0,128.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001875,Male,No,0,Graduate,No,3317724,3447.0,151.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001877,Male,Yes,2,Graduate,No,3317724,1387.0,150.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001882,Male,Yes,3+,Graduate,No,3317724,1811.0,160.0,360.0,0.0,Urban,y,1,low,1,0,low
LP001883,Female,No,0,Graduate,Uknown,3317724,0.0,135.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001884,Female,No,1,Graduate,No,3317724,1560.0,90.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001888,Female,No,0,Graduate,No,3317724,0.0,30.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001891,Male,Yes,0,Graduate,No,3317724,0.0,136.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001892,Male,No,0,Graduate,No,3317724,1857.0,126.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001894,Male,Yes,0,Graduate,No,3317724,2223.0,150.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001896,Male,Yes,2,Graduate,No,3317724,0.0,90.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001900,Male,Yes,1,Graduate,No,3317724,1842.0,115.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001903,Male,Yes,0,Graduate,No,3317724,3274.0,207.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001904,Male,Yes,0,Graduate,No,3317724,1300.0,80.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001907,Male,Yes,0,Graduate,No,3317724,0.0,436.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001908,Female,Yes,0,Not Graduate,No,3317724,0.0,124.0,360.0,,Rural,y,1,low,1,0,High
LP001910,Male,No,1,Not Graduate,Yes,3317724,2426.0,158.0,360.0,0.0,Urban,n,0,low,1,0,low
LP001914,Male,Yes,0,Graduate,No,3317724,800.0,112.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001915,Male,Yes,2,Graduate,No,3317724,985.7999878,78.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP001917,Female,No,0,Graduate,No,3317724,1666.0,54.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001922,Male,Yes,0,Graduate,No,3317724,0.0,128.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001924,Male,No,0,Graduate,No,3317724,3053.0,89.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001925,Female,No,0,Graduate,Yes,3317724,1717.0,99.0,300.0,1.0,Semiurban,n,0,low,1,0,mid
LP001926,Male,Yes,0,Graduate,No,3317724,2000.0,120.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001931,Female,No,0,Graduate,No,3317724,0.0,115.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001935,Male,No,0,Graduate,No,3317724,0.0,187.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001936,Male,Yes,0,Graduate,No,3317724,2416.0,139.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001938,Male,Yes,2,Graduate,No,3317724,0.0,127.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP001940,Male,Yes,2,Graduate,No,3317724,1560.0,134.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001945,Female,No,Uknown,Graduate,No,3317724,0.0,143.0,480.0,0.0,Urban,n,0,low,1,0,low
LP001947,Male,Yes,0,Graduate,No,3317724,3334.0,172.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001949,Male,Yes,3+,Graduate,Uknown,3317724,1250.0,110.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001953,Male,Yes,1,Graduate,No,3317724,0.0,200.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001954,Female,Yes,1,Graduate,No,3317724,0.0,135.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001955,Female,No,0,Graduate,No,3317724,2541.0,151.0,480.0,1.0,Rural,n,0,low,1,0,mid
LP001963,Male,Yes,1,Graduate,No,3317724,2925.0,113.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP001964,Male,Yes,0,Not Graduate,No,3317724,2934.0,93.0,360.0,0.0,Urban,n,0,low,1,0,low
LP001972,Male,Yes,Uknown,Not Graduate,No,3317724,1750.0,105.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP001974,Female,No,0,Graduate,No,3317724,0.0,132.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001977,Male,Yes,1,Graduate,No,3317724,1803.0,96.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP001978,Male,No,0,Graduate,No,3317724,2500.0,140.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001990,Male,No,0,Not Graduate,No,3317724,0.0,128.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP001993,Female,No,0,Graduate,No,3317724,1666.0,135.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP001994,Female,No,0,Graduate,No,3317724,1863.0,104.0,360.0,0.0,Urban,n,0,low,1,0,low
LP001996,Male,No,0,Graduate,No,3317724,0.0,480.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP001998,Male,Yes,2,Not Graduate,No,3317724,0.0,185.0,360.0,,Rural,y,1,low,1,0,High
LP002002,Female,No,0,Graduate,No,3317724,0.0,84.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002004,Male,No,0,Not Graduate,No,3317724,2405.0,111.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002006,Female,No,0,Graduate,No,3317724,0.0,56.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002008,Male,Yes,2,Graduate,Yes,3317724,0.0,144.0,84.0,,Rural,y,1,low,1,0,High
LP002024,Uknown,Yes,0,Graduate,No,3317724,1843.0,159.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002031,Male,Yes,1,Not Graduate,No,3317724,1640.0,111.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002035,Male,Yes,2,Graduate,No,3317724,0.0,120.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002036,Male,Yes,0,Graduate,No,3317724,2134.0,88.0,360.0,,Urban,y,1,low,1,0,High
LP002043,Female,No,1,Graduate,No,3317724,0.0,112.0,360.0,,Semiurban,y,1,low,1,0,High
LP002050,Male,Yes,1,Graduate,Yes,3317724,0.0,155.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002051,Male,Yes,0,Graduate,No,3317724,2167.0,115.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002053,Male,Yes,3+,Graduate,No,3317724,189.0,124.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002054,Male,Yes,2,Not Graduate,No,3317724,1590.0,128.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002055,Female,No,0,Graduate,No,3317724,2985.0,132.0,360.0,,Rural,y,1,low,1,0,High
LP002065,Male,Yes,3+,Graduate,No,3317724,0.0,300.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002067,Male,Yes,1,Graduate,Yes,3317724,4983.0,376.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002068,Male,No,0,Graduate,No,3317724,0.0,130.0,360.0,0.0,Rural,y,1,low,1,0,low
LP002082,Male,Yes,0,Graduate,Yes,3317724,2160.0,184.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002086,Female,Yes,0,Graduate,No,3317724,2451.0,110.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002087,Female,No,0,Graduate,No,3317724,0.0,67.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002097,Male,No,1,Graduate,No,3317724,1793.0,117.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002098,Male,No,0,Graduate,No,3317724,0.0,98.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002100,Male,No,Uknown,Graduate,No,3317724,0.0,71.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002101,Male,Yes,0,Graduate,Uknown,3317724,0.0,490.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002103,Uknown,Yes,1,Graduate,Yes,3317724,1833.0,182.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002106,Male,Yes,Uknown,Graduate,Yes,3317724,4490.0,70.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002110,Male,Yes,1,Graduate,Uknown,3317724,688.0,160.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002112,Male,Yes,2,Graduate,Yes,3317724,4600.0,176.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002113,Female,No,3+,Not Graduate,No,3317724,0.0,128.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002114,Female,No,0,Graduate,No,3317724,0.0,71.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002115,Male,Yes,3+,Not Graduate,No,3317724,1587.0,173.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002116,Female,No,0,Graduate,No,3317724,0.0,46.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002119,Male,Yes,1,Not Graduate,No,3317724,1229.0,158.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002126,Male,Yes,3+,Not Graduate,No,3317724,0.0,74.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002128,Male,Yes,2,Graduate,Uknown,3317724,2330.0,125.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002129,Male,Yes,0,Graduate,No,3317724,2458.0,160.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002130,Male,Yes,Uknown,Not Graduate,No,3317724,3230.0,152.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002131,Male,Yes,2,Not Graduate,No,3317724,2168.0,126.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002137,Male,Yes,0,Graduate,No,3317724,4583.0,259.0,360.0,,Semiurban,y,1,low,1,0,High
LP002138,Male,Yes,0,Graduate,No,3317724,6250.0,187.0,360.0,1.0,Rural,y,1,High,1,0,mid
LP002139,Male,Yes,0,Graduate,No,3317724,0.0,228.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002140,Male,No,0,Graduate,No,3317724,4167.0,308.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002141,Male,Yes,3+,Graduate,No,3317724,2083.0,95.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002142,Female,Yes,0,Graduate,Yes,3317724,0.0,105.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002143,Female,Yes,0,Graduate,No,3317724,505.0,130.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002144,Female,No,Uknown,Graduate,No,3317724,0.0,116.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002149,Male,Yes,2,Graduate,No,3317724,3167.0,165.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002151,Male,Yes,1,Graduate,No,3317724,0.0,67.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002158,Male,Yes,0,Not Graduate,No,3317724,1666.0,100.0,480.0,0.0,Urban,n,0,low,1,0,low
LP002160,Male,Yes,3+,Graduate,No,3317724,3167.0,200.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002161,Female,No,1,Graduate,No,3317724,0.0,81.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002170,Male,Yes,2,Graduate,No,3317724,3667.0,236.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002175,Male,Yes,0,Graduate,No,3317724,2333.0,130.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002178,Male,Yes,0,Graduate,No,3317724,3033.0,95.0,300.0,,Urban,y,1,low,1,0,High
LP002180,Male,No,0,Graduate,Yes,3317724,0.0,141.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002181,Male,No,0,Not Graduate,No,3317724,0.0,133.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002187,Male,No,0,Graduate,No,3317724,0.0,96.0,480.0,1.0,Semiurban,n,0,low,1,0,mid
LP002188,Male,No,0,Graduate,No,3317724,0.0,124.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002190,Male,Yes,1,Graduate,No,3317724,0.0,175.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002191,Male,Yes,0,Graduate,No,3317724,5266.0,570.0,360.0,1.0,Rural,n,0,High,1,0,mid
LP002194,Female,No,0,Graduate,Yes,3317724,0.0,55.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002197,Male,Yes,2,Graduate,No,3317724,0.0,155.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002201,Male,Yes,2,Graduate,Yes,3317724,7873.0,380.0,300.0,1.0,Rural,y,1,High,1,0,mid
LP002205,Male,No,1,Graduate,No,3317724,1987.0,111.0,180.0,0.0,Urban,n,0,low,1,0,low
LP002209,Female,No,0,Graduate,Uknown,3317724,1459.0,110.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002211,Male,Yes,0,Graduate,No,3317724,923.0,120.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002219,Male,Yes,3+,Graduate,No,3317724,4996.0,130.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002223,Male,Yes,0,Graduate,No,3317724,0.0,130.0,360.0,,Semiurban,y,1,low,1,0,High
LP002224,Male,No,0,Graduate,No,3317724,0.0,71.0,480.0,1.0,Urban,n,0,low,1,0,mid
LP002225,Male,Yes,2,Graduate,No,3317724,0.0,130.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002226,Male,Yes,0,Graduate,Uknown,3317724,2500.0,128.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002229,Male,No,0,Graduate,No,3317724,4232.0,296.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002231,Female,No,0,Graduate,No,3317724,0.0,156.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002234,Male,No,0,Graduate,Yes,3317724,0.0,128.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002236,Male,Yes,2,Graduate,No,3317724,0.0,100.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002237,Male,No,1,Graduate,Uknown,3317724,0.0,113.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002239,Male,No,0,Not Graduate,No,3317724,1600.0,132.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002243,Male,Yes,0,Not Graduate,No,3317724,3136.0,128.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002244,Male,Yes,0,Graduate,No,3317724,2417.0,136.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002250,Male,Yes,0,Graduate,No,3317724,0.0,125.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002255,Male,No,3+,Graduate,No,3317724,0.0,185.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002262,Male,Yes,3+,Graduate,No,3317724,0.0,275.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002263,Male,Yes,0,Graduate,No,3317724,2115.0,120.0,360.0,,Urban,y,1,low,1,0,High
LP002265,Male,Yes,2,Not Graduate,No,3317724,1625.0,113.0,180.0,1.0,Semiurban,y,1,low,1,0,mid
LP002266,Male,Yes,2,Graduate,No,3317724,1400.0,113.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002272,Male,Yes,2,Graduate,No,3317724,484.0,135.0,360.0,,Semiurban,y,1,low,1,0,High
LP002277,Female,No,0,Graduate,No,3317724,0.0,71.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002281,Male,Yes,0,Graduate,No,3317724,1459.0,95.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002284,Male,No,0,Not Graduate,No,3317724,1666.0,109.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002287,Female,No,0,Graduate,No,3317724,1800.0,103.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002288,Male,Yes,2,Not Graduate,No,3317724,0.0,45.0,180.0,0.0,Urban,n,0,low,1,0,low
LP002296,Male,No,0,Not Graduate,No,3317724,0.0,65.0,300.0,1.0,Rural,n,0,low,1,0,mid
LP002297,Male,No,0,Graduate,No,3317724,20000.0,103.0,360.0,1.0,Semiurban,y,1,High,1,0,mid
LP002300,Female,No,0,Not Graduate,No,3317724,0.0,53.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002301,Female,No,0,Graduate,Yes,3317724,0.0,194.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002305,Female,No,0,Graduate,No,3317724,0.0,115.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002308,Male,Yes,0,Not Graduate,No,3317724,2400.0,115.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002314,Female,No,0,Not Graduate,No,3317724,0.0,66.0,360.0,1.0,Rural,y,1,low,1,0,mid
