Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Approved_loan,incomelevel,status,is_owning,credit_bands
LP002315,Male,Yes,1,Graduate,No,3317724,0.0,152.0,300.0,0.0,Semiurban,n,0,low,1,0,low
LP002317,Male,Yes,3+,Graduate,No,3317724,0.0,360.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002318,Female,No,1,Not Graduate,Yes,3317724,0.0,62.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002319,Male,Yes,0,Graduate,Uknown,3317724,0.0,160.0,360.0,,Urban,y,1,low,1,0,High
LP002328,Male,Yes,0,Not Graduate,No,3317724,0.0,218.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002332,Male,Yes,0,Not Graduate,No,3317724,2033.0,110.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002335,Female,Yes,0,Not Graduate,No,3317724,3237.0,178.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002337,Female,No,0,Graduate,No,3317724,0.0,60.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002341,Female,No,1,Graduate,No,3317724,0.0,160.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002342,Male,Yes,2,Graduate,Yes,3317724,20000.0,239.0,360.0,1.0,Urban,n,0,High,1,0,mid
LP002345,Male,Yes,0,Graduate,No,3317724,2773.0,112.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002347,Male,Yes,0,Graduate,No,3317724,1417.0,138.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002348,Male,Yes,0,Graduate,No,3317724,0.0,138.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002357,Female,No,0,Not Graduate,No,3317724,0.0,80.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002361,Male,Yes,0,Graduate,No,3317724,1719.0,100.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002362,Male,Yes,1,Graduate,No,3317724,1667.0,110.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002364,Male,Yes,0,Graduate,No,3317724,0.0,96.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002366,Male,Yes,0,Graduate,No,3317724,4300.0,121.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002367,Female,No,1,Not Graduate,No,3317724,0.0,81.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002368,Male,Yes,2,Graduate,No,3317724,0.0,133.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002369,Male,Yes,0,Graduate,No,3317724,16.12000084,87.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002370,Male,No,0,Not Graduate,No,3317724,0.0,60.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002377,Female,No,1,Graduate,Yes,3317724,0.0,150.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002379,Male,No,0,Graduate,No,3317724,0.0,105.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002386,Male,No,0,Graduate,Uknown,3317724,0.0,405.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002387,Male,Yes,0,Graduate,No,3317724,2340.0,143.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002390,Male,No,0,Graduate,No,3317724,0.0,100.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002393,Female,Uknown,Uknown,Graduate,No,3317724,0.0,128.0,240.0,1.0,Semiurban,y,1,low,1,0,mid
LP002398,Male,No,0,Graduate,No,3317724,1851.0,50.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002401,Male,Yes,0,Graduate,No,3317724,1125.0,128.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002403,Male,No,0,Graduate,Yes,3317724,0.0,187.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002407,Female,Yes,0,Not Graduate,Yes,3317724,0.0,138.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002408,Male,No,0,Graduate,No,3317724,5064.0,187.0,360.0,1.0,Semiurban,y,1,High,1,0,mid
LP002409,Male,Yes,0,Graduate,No,3317724,1833.0,180.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002418,Male,No,3+,Not Graduate,No,3317724,1993.0,148.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002422,Male,No,1,Graduate,No,3317724,0.0,152.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002424,Male,Yes,0,Graduate,No,3317724,8333.0,175.0,300.0,,Rural,y,1,High,1,0,High
LP002429,Male,Yes,1,Graduate,Yes,3317724,1210.0,130.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002434,Male,Yes,2,Not Graduate,No,3317724,0.0,110.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002435,Male,Yes,0,Graduate,Uknown,3317724,1376.0,55.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002443,Male,Yes,2,Graduate,No,3317724,1710.0,150.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002444,Male,No,1,Not Graduate,Yes,3317724,1542.0,190.0,360.0,,Semiurban,n,0,low,1,0,High
LP002446,Male,Yes,2,Not Graduate,No,3317724,1255.0,125.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002447,Male,Yes,2,Not Graduate,No,3317724,1456.0,60.0,300.0,,Urban,y,1,low,1,0,High
LP002448,Male,Yes,0,Graduate,No,3317724,1733.0,149.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002449,Male,Yes,0,Graduate,No,3317724,2466.0,90.0,180.0,0.0,Rural,y,1,low,1,0,low
LP002453,Male,No,0,Graduate,Yes,3317724,0.0,84.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002455,Male,Yes,2,Graduate,No,3317724,0.0,96.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002459,Male,Yes,0,Graduate,No,3317724,0.0,118.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002467,Male,Yes,0,Graduate,No,3317724,2569.0,173.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002472,Male,No,2,Graduate,No,3317724,0.0,136.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002473,Male,Yes,0,Graduate,No,3317724,0.0,160.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002478,Uknown,Yes,0,Graduate,Yes,3317724,4083.0,160.0,360.0,,Semiurban,y,1,low,1,0,High
LP002484,Male,Yes,3+,Graduate,No,3317724,0.0,128.0,180.0,1.0,Urban,y,1,low,1,0,mid
LP002487,Male,Yes,0,Graduate,No,3317724,2188.0,153.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002489,Female,No,1,Not Graduate,Uknown,3317724,0.0,132.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002493,Male,No,0,Graduate,No,3317724,0.0,98.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002494,Male,No,0,Graduate,No,3317724,0.0,140.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002500,Male,Yes,3+,Not Graduate,No,3317724,1664.0,70.0,180.0,0.0,Urban,n,0,low,1,0,low
LP002501,Uknown,Yes,0,Graduate,No,3317724,0.0,110.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002502,Female,Yes,2,Not Graduate,Uknown,3317724,2917.0,98.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002505,Male,Yes,0,Graduate,No,3317724,2451.0,110.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002515,Male,Yes,1,Graduate,Yes,3317724,2079.0,162.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002517,Male,Yes,1,Not Graduate,No,3317724,1500.0,113.0,180.0,0.0,Rural,n,0,low,1,0,low
LP002519,Male,Yes,3+,Graduate,No,3317724,0.0,100.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002522,Female,No,0,Graduate,Yes,3317724,0.0,93.0,360.0,,Urban,y,1,low,1,0,High
LP002524,Male,No,2,Graduate,No,3317724,4648.0,162.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002527,Male,Yes,2,Graduate,Yes,3317724,1014.0,150.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002529,Male,Yes,2,Graduate,No,3317724,1750.0,230.0,300.0,1.0,Semiurban,y,1,low,1,0,mid
LP002530,Uknown,Yes,2,Graduate,No,3317724,1872.0,132.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002531,Male,Yes,1,Graduate,Yes,3317724,2250.0,86.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002533,Male,Yes,2,Graduate,No,3317724,1603.0,128.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002534,Female,No,0,Not Graduate,No,3317724,0.0,154.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002536,Male,Yes,3+,Not Graduate,No,3317724,0.0,113.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002537,Male,Yes,0,Graduate,No,3317724,3150.0,128.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002541,Male,Yes,0,Graduate,No,3317724,0.0,234.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002543,Male,Yes,2,Graduate,No,3317724,0.0,246.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002544,Male,Yes,1,Not Graduate,No,3317724,2436.0,131.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002545,Male,No,2,Graduate,No,3317724,0.0,80.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002547,Male,Yes,1,Graduate,No,3317724,0.0,500.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002555,Male,Yes,2,Graduate,Yes,3317724,2083.0,160.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002556,Male,No,0,Graduate,No,3317724,0.0,75.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002560,Male,No,0,Not Graduate,No,3317724,2785.0,96.0,360.0,,Semiurban,y,1,low,1,0,High
LP002562,Male,Yes,1,Not Graduate,No,3317724,1131.0,186.0,360.0,,Urban,y,1,low,1,0,High
LP002571,Male,No,0,Not Graduate,No,3317724,0.0,110.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002582,Female,No,0,Not Graduate,Yes,3317724,0.0,225.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002585,Male,Yes,0,Graduate,No,3317724,2157.0,119.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002586,Female,Yes,1,Graduate,No,3317724,913.0,105.0,84.0,1.0,Semiurban,y,1,low,1,0,mid
LP002587,Male,Yes,0,Not Graduate,No,3317724,1700.0,107.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002588,Male,Yes,0,Graduate,No,3317724,2857.0,111.0,12.0,,Urban,y,1,low,1,0,High
LP002600,Male,Yes,1,Graduate,Yes,3317724,0.0,95.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002602,Male,No,0,Graduate,No,3317724,4416.0,209.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002603,Female,No,0,Graduate,No,3317724,3683.0,113.0,480.0,1.0,Rural,y,1,low,1,0,mid
LP002606,Female,No,0,Graduate,No,3317724,0.0,100.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002615,Male,Yes,2,Graduate,No,3317724,5624.0,208.0,360.0,1.0,Semiurban,y,1,High,1,0,mid
LP002618,Male,Yes,1,Not Graduate,No,3317724,5302.0,138.0,360.0,,Rural,n,0,High,1,0,High
LP002619,Male,Yes,0,Not Graduate,No,3317724,1483.0,124.0,300.0,1.0,Semiurban,y,1,low,1,0,mid
LP002622,Male,Yes,2,Graduate,No,3317724,4416.0,243.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002624,Male,Yes,0,Graduate,No,3317724,6667.0,480.0,360.0,,Urban,y,1,High,1,0,High
LP002625,Uknown,No,0,Graduate,No,3317724,0.0,96.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002626,Male,Yes,0,Graduate,Yes,3317724,3013.0,188.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002634,Female,No,1,Graduate,No,3317724,0.0,40.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002637,Male,No,0,Not Graduate,No,3317724,1287.0,100.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002640,Male,Yes,1,Graduate,No,3317724,2004.0,250.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002643,Male,Yes,2,Graduate,No,3317724,2035.0,148.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002648,Male,Yes,0,Graduate,No,3317724,6666.0,70.0,180.0,1.0,Semiurban,n,0,High,1,0,mid
LP002652,Male,No,0,Graduate,No,3317724,3666.0,311.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002659,Male,Yes,3+,Graduate,No,3317724,3428.0,150.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002670,Female,Yes,2,Graduate,No,3317724,1632.0,113.0,480.0,1.0,Semiurban,y,1,low,1,0,mid
LP002682,Male,Yes,Uknown,Not Graduate,No,3317724,1800.0,123.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002683,Male,No,0,Graduate,No,3317724,1915.0,185.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002684,Female,No,0,Not Graduate,No,3317724,0.0,95.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002689,Male,Yes,2,Not Graduate,No,3317724,1742.0,45.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002690,Male,No,0,Graduate,No,3317724,0.0,55.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002692,Male,Yes,3+,Graduate,Yes,3317724,1424.0,100.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002693,Male,Yes,2,Graduate,Yes,3317724,7166.0,480.0,360.0,1.0,Rural,y,1,High,1,0,mid
LP002697,Male,No,0,Graduate,No,3317724,2087.0,128.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002699,Male,Yes,2,Graduate,Yes,3317724,0.0,400.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002705,Male,Yes,0,Graduate,No,3317724,0.0,110.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002706,Male,Yes,1,Not Graduate,No,3317724,1430.0,161.0,360.0,0.0,Semiurban,y,1,low,1,0,low
LP002714,Male,No,1,Not Graduate,No,3317724,1302.0,94.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002716,Male,No,0,Not Graduate,No,3317724,0.0,130.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002717,Male,Yes,0,Graduate,No,3317724,5500.0,216.0,360.0,,Rural,y,1,High,1,0,High
LP002720,Male,Yes,3+,Graduate,No,3317724,0.0,100.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002723,Male,No,2,Graduate,No,3317724,0.0,110.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002729,Male,No,1,Graduate,No,3317724,0.0,196.0,360.0,,Semiurban,n,0,low,1,0,High
LP002731,Female,No,0,Not Graduate,Yes,3317724,0.0,125.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002732,Male,No,0,Not Graduate,Uknown,3317724,2042.0,126.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002734,Male,Yes,0,Graduate,No,3317724,3906.0,324.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002738,Male,No,2,Graduate,No,3317724,0.0,107.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002739,Male,Yes,0,Not Graduate,No,3317724,536.0,66.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002740,Male,Yes,3+,Graduate,No,3317724,0.0,157.0,180.0,1.0,Rural,y,1,low,1,0,mid
LP002741,Female,Yes,1,Graduate,No,3317724,2845.0,140.0,180.0,1.0,Semiurban,y,1,low,1,0,mid
LP002743,Female,No,0,Graduate,No,3317724,0.0,99.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002753,Female,No,1,Graduate,Uknown,3317724,0.0,95.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002755,Male,Yes,1,Not Graduate,No,3317724,2524.0,128.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002757,Female,Yes,0,Not Graduate,No,3317724,663.0,102.0,360.0,,Semiurban,y,1,low,1,0,High
LP002767,Male,Yes,0,Graduate,No,3317724,1950.0,155.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002768,Male,No,0,Not Graduate,No,3317724,0.0,80.0,36.0,1.0,Semiurban,n,0,low,1,0,mid
LP002772,Male,No,0,Graduate,No,3317724,1783.0,145.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002776,Female,No,0,Graduate,No,3317724,0.0,103.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002777,Male,Yes,0,Graduate,No,3317724,2016.0,110.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002778,Male,Yes,2,Graduate,Yes,3317724,0.0,128.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002784,Male,Yes,1,Not Graduate,No,3317724,2375.0,128.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002785,Male,Yes,1,Graduate,No,3317724,3250.0,158.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002788,Male,Yes,0,Not Graduate,No,3317724,2333.0,181.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002789,Male,Yes,0,Graduate,No,3317724,4266.0,132.0,180.0,0.0,Rural,n,0,low,1,0,low
LP002792,Male,Yes,1,Graduate,No,3317724,1032.0,26.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002794,Female,No,0,Graduate,No,3317724,1625.0,84.0,360.0,,Urban,y,1,low,1,0,High
LP002795,Male,Yes,3+,Graduate,Yes,3317724,0.0,260.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002798,Male,Yes,0,Graduate,No,3317724,2669.0,162.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002804,Female,Yes,0,Graduate,No,3317724,2306.0,182.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002807,Male,Yes,2,Not Graduate,No,3317724,242.0,108.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002813,Female,Yes,1,Graduate,Yes,3317724,0.0,600.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002820,Male,Yes,0,Graduate,No,3317724,2054.0,211.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002821,Male,No,0,Not Graduate,Yes,3317724,0.0,132.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002832,Male,Yes,2,Graduate,No,3317724,0.0,258.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002833,Male,Yes,0,Not Graduate,No,3317724,0.0,120.0,360.0,,Rural,y,1,low,1,0,High
LP002836,Male,No,0,Graduate,No,3317724,0.0,70.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002837,Male,Yes,3+,Graduate,No,3317724,2500.0,123.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002840,Female,No,0,Graduate,No,3317724,0.0,9.0,360.0,1.0,Urban,n,0,low,1,0,mid
LP002841,Male,Yes,0,Graduate,No,3317724,2064.0,104.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002842,Male,Yes,1,Graduate,No,3317724,1750.0,186.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002847,Male,Yes,Uknown,Graduate,No,3317724,1451.0,165.0,360.0,0.0,Urban,n,0,low,1,0,low
LP002855,Male,Yes,2,Graduate,No,3317724,0.0,275.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002862,Male,Yes,2,Not Graduate,No,3317724,1625.0,187.0,480.0,1.0,Semiurban,n,0,low,1,0,mid
LP002863,Male,Yes,3+,Graduate,No,3317724,0.0,150.0,360.0,1.0,Semiurban,n,0,low,1,0,mid
LP002868,Male,Yes,2,Graduate,No,3317724,461.0,108.0,84.0,1.0,Urban,y,1,low,1,0,mid
LP002872,Uknown,Yes,0,Graduate,No,3317724,2210.0,136.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002874,Male,No,0,Graduate,No,3317724,2739.0,110.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002877,Male,Yes,1,Graduate,No,3317724,2232.0,107.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002888,Male,No,0,Graduate,Uknown,3317724,2917.0,161.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002892,Male,Yes,2,Graduate,No,3317724,0.0,205.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002893,Male,No,0,Graduate,No,3317724,33837.0,90.0,360.0,1.0,Urban,n,0,High,1,0,mid
LP002894,Female,Yes,0,Graduate,No,3317724,0.0,36.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002898,Male,Yes,1,Graduate,No,3317724,0.0,61.0,360.0,,Rural,n,0,low,1,0,High
LP002911,Male,Yes,1,Graduate,No,3317724,1917.0,146.0,360.0,0.0,Rural,n,0,low,1,0,low
LP002912,Male,Yes,1,Graduate,No,3317724,3000.0,172.0,84.0,1.0,Rural,n,0,low,1,0,mid
LP002916,Male,Yes,0,Graduate,No,3317724,1522.0,104.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002917,Female,No,0,Not Graduate,No,3317724,0.0,70.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002925,Uknown,No,0,Graduate,No,3317724,0.0,94.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002926,Male,Yes,2,Graduate,Yes,3317724,0.0,106.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002928,Male,Yes,0,Graduate,No,3317724,3416.0,56.0,180.0,1.0,Semiurban,y,1,low,1,0,mid
LP002931,Male,Yes,2,Graduate,Yes,3317724,0.0,205.0,240.0,1.0,Semiurban,n,0,low,1,0,mid
LP002933,Uknown,No,3+,Graduate,Yes,3317724,0.0,292.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002936,Male,Yes,0,Graduate,No,3317724,3300.0,142.0,180.0,1.0,Rural,y,1,low,1,0,mid
LP002938,Male,Yes,0,Graduate,Yes,3317724,0.0,260.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002940,Male,No,0,Not Graduate,No,3317724,0.0,110.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002941,Male,Yes,2,Not Graduate,Yes,3317724,1000.0,187.0,360.0,1.0,Rural,n,0,low,1,0,mid
LP002943,Male,No,Uknown,Graduate,No,3317724,0.0,88.0,360.0,0.0,Semiurban,n,0,low,1,0,low
LP002945,Male,Yes,0,Graduate,Yes,3317724,0.0,180.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002948,Male,Yes,2,Graduate,No,3317724,0.0,192.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002949,Female,No,3+,Graduate,Uknown,3317724,41667.0,350.0,180.0,,Urban,n,0,High,1,0,High
LP002950,Male,Yes,0,Not Graduate,Uknown,3317724,2792.0,155.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002953,Male,Yes,3+,Graduate,No,3317724,0.0,128.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002958,Male,No,0,Graduate,No,3317724,4301.0,172.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002959,Female,Yes,1,Graduate,No,3317724,0.0,496.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002960,Male,Yes,0,Not Graduate,No,3317724,3800.0,128.0,180.0,1.0,Urban,n,0,low,1,0,mid
LP002961,Male,Yes,1,Graduate,No,3317724,2500.0,173.0,360.0,1.0,Semiurban,y,1,low,1,0,mid
LP002964,Male,Yes,2,Not Graduate,No,3317724,1411.0,157.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002974,Male,Yes,0,Graduate,No,3317724,1950.0,108.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002978,Female,No,0,Graduate,No,3317724,0.0,71.0,360.0,1.0,Rural,y,1,low,1,0,mid
LP002979,Male,Yes,3+,Graduate,No,3317724,0.0,40.0,180.0,1.0,Rural,y,1,low,1,0,mid
LP002983,Male,Yes,1,Graduate,No,3317724,240.0,253.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002984,Male,Yes,2,Graduate,No,3317724,0.0,187.0,360.0,1.0,Urban,y,1,low,1,0,mid
LP002990,Female,No,0,Graduate,Yes,3317724,0.0,133.0,360.0,0.0,Semiurban,n,0,low,1,0,low
